octave,"1. The eighth day after a church festival, the festival day being included; also, the week following a church festival. ""The octaves of Easter."" Jer. Taylor. 2. (Mus.) (a) The eighth tone in the scale; the interval between one and eight of the scale, or any interval of equal length; an interval of five tones and two semitones. (b) The whole diatonic scale itself. Note: The ratio of a musical tone to its octave above is 1:2 as regards the number of vibrations producing the tones. 3. (Poet.)  The first two stanzas of a sonnet, consisting of four verses each; a stanza of eight lines. With mournful melody it continued this octave. Sir P. Sidney. Double octave. (Mus.) See under Double. -- Octave flute (Mus.), a small flute, the tones of which range an octave higher than those of the German or ordinary flute; -- called also piccolo. See Piccolo. 4. A small cask of wine, the eighth part of a pipe.  Consisting of eight; eight. Dryden."
octavo,"A book composed of sheets each of which is folded into eight leaves; hence, indicating more or less definitely a size of book so made; -- usually written 8vo or 8Âº.  Having eight leaves to a sheet; as, an octavo form, book, leaf, size, etc."
octene,Same as Octylene.
octennial,"Happening every eighth year; also, lasting a period of eight years. Johnson. -- Oc*ten""ni*al*ly, adv."
octet,"A composition for eight parts, usually for eight solo instruments or voices."
octic,Of the eighth degree or order. -- n. (Alg.)  A quantic of the eighth degree.
octile,"Same as Octant, 2. [R.]"
octillion,"According to the French method of numeration (which method is followed also in the United States) the number expressed by a unit with twenty-seven ciphers annexed. According to the English method, the number expressed by a unit with forty-eight ciphers annexed. See Numeration."
octo-,"A combining form meaning eight; as in octodecimal, octodecimal, octolocular."
octoate,A salt of an octoic acid; a caprylate.
october,"1. The tenth month of the year, containing thirty-one days. 2. Ale or cider made in that month. The country gentlemen had a posset or drink they called October. Emerson."
octocera,Octocerata.
octocerata,"A suborder of Cephalopoda including Octopus, Argonauta, and allied genera, having eight arms around the head; -- called also Octopoda."
octochord,See Octachord.
octodecimo,"Having eighteen leaves to a sheet; as, an octodecimo form, book, leaf, size, etc.  A book composed of sheets each of which is folded into eighteen leaves; hence; indicating more or less definitely a size of book, whose sheets are so folded; -- usually written 18mo or 18Âº, and called eighteenmo."
octodentate,Having eight teeth.
octodont,"Of or pertaining to the OctodontidÃ¦, a family of rodents which includes the coypu, and many other South American species."
octoedrical,See Octahedral. [Obs.] Sir T. Browne.
octofid,"Cleft or separated into eight segments, as a calyx."
octogamy,A marrying eight times. [R.] Chaucer.
octogenarian,"A person eighty years, or more, of age."
octogenary,"Of eighty years of age. ""Being then octogenary."" Aubrey."
octogild,"A pecuniary compensation for an injury, of eight times the value of the thing."
octogonal,See Octagonal. [Obs.]
octogynia,A Linnaean order of plants having eight pistils.
octogynian,Having eight pistils; octagynous.
octogynous,Having eight pistils; octagynous.
octoic,"Pertaining to, derived from, or resembling, octane; -- used specifically, to designate any one of a group of acids, the most important of which is called caprylic acid."
octolocular,Having eight cells for seeds.
octonaphthene,"A colorless liquid hydrocarbon of the octylene series, occurring in Caucasian petroleum."
octonary,Of or pertaining to the number eight. Dr. H. More.
octonocular,Having eight eyes. Derham.
octopede,"An animal having eight feet, as a spider."
octopetalous,Having eight petals or flower leaves.
octopod,One of the Octocerata.
octopoda,(a) Same as Octocerata. (b) Same as Arachnida.
octopodia,Same as Octocerata.
octopus,"A genus of eight-armed cephalopods, including numerous species, some of them of large size. See Devilfish,"
octoradiated,Having eight rays.
octoroon,The offspring of a quadroon and a white person; a mestee.
octospermous,Containing eight seeds.
octostichous,"In eight vertical ranks, as leaves on a stem."
octostyle,"Having eight columns in the front; -- said of a temple or portico. The Parthenon is octostyle, but most large Greek temples are hexastele. See Hexastyle. -- n.  An octostyle portico or temple."
octosyllabic,Consisting of or containing eight syllables.
octosyllabical,Consisting of or containing eight syllables.
octosyllable,Octosyllabic.  A word of eight syllables.
octoyl,"A hypothetical radical (C8H15O), regarded as the essential residue of octoic acid."
octroi,"1. A privilege granted by the sovereign authority, as the exclusive right of trade granted to a guild or society; a concession. 2. A tax levied in money or kind at the gate of a French city on articles brought within the walls. [Written also octroy.]"
octuor,See Octet. [R.]
octuple,Eightfold.
octyl,"A hypothetical hydrocarbon radical regarded as an essential residue of octane, and as entering into its derivatives; as, octyl alcohol."
octylene,"Any one of a series of metameric hydrocarbons (C8H16) of the ethylene series. In general they are combustible, colorless liquids."
octylic,"Pertaining to, derived from, or containing, octyl; as, octylic ether."
ocular,"1. Depending on, or perceived by, the eye; received by actual sight; personally seeing or having seen; as, ocular proof. Shak. Thomas was an ocular witness of Christ's death. South. 2. (Anat.)  Of or pertaining to the eye; optic.  The eyepiece of an optical instrument, as of a telescope or microscope."
ocularly,"By the eye, or by actual sight."
oculary,"Of or pertaining to the eye; ocular; optic; as, oculary medicines. Holland."
oculate,1. Furnished with eyes. 2. Having spots or holes resembling eyes; ocellated.
oculated,1. Furnished with eyes. 2. Having spots or holes resembling eyes; ocellated.
oculiform,"In the form of an eye; resembling an eye; as, an oculiform pebble."
oculina,"A genus of tropical corals, usually branched, and having a very volid texture."
oculinacea,"A suborder of corals including many reef-building species, having round, starlike calicles."
oculist,One skilled in treating diseases of the eye.
oculo-,A combining form from L. oculus the eye.
oculomotor,Of or pertaining to the movement of the eye; -- applied especially to the common motor nerves (or third pair of cranial nerves) which supply many of the muscles of the orbit. -- n.  The oculomotor nerve.
oculonasal,"Of or pertaining to the region of the eye and the nose; as, the oculonasal, or nasal, nerve, one of the branches of the ophthalmic."
oculus,"1. An eye; (Bot.) a leaf bud. 2. (Arch.)  A round window, usually a small one."
ocypodian,"One of a tribe of crabs which live in holes in the sand along the seashore, and run very rapidly, -- whence the name."
od,"An alleged force or natural power, supposed, by Reichenbach and others, to produce the phenomena of mesmerism, and to be developed by various agencies, as by magnets, heat, light, chemical or vital action, etc.; -- called also odyle or the odylic force. [Archaic] That od force of German Reichenbach Which still, from female finger tips, burnt blue. Mrs. Browning."
odal,"Among the early and medieval Teutonic peoples, esp. Scandinavians, the heritable land held by the various odalmen constituting a family or kindred of freeborn tribesmen; also, the ownership of such land. The odal was subject only to certain rights of the family or kindred in restricting the freedom of transfer or sale and giving certain rights of redemption in case of change of ownership by inheritance, etc., and perhaps to other rights of the kindred or the tribe. Survivals of the early odal estates and tenure exist in Orkney and Shetland, where it is usually called by the variant form udal.  Noting, or pert. to, odal land or ownership."
odalisque,"A female slave or concubine in the harem of the Turkish sultan. [Written also odahlic, odalisk, and odalik.] Not of those that men desire, sleek Odalisques, or oracles of mode. Tennyson."
odalman,"A man or woman having odal, or able to share in it by inheritance."
odalwoman,"A man or woman having odal, or able to share in it by inheritance."
odd,"1. Not paired with another, or remaining over after a pairing; without a mate; unmatched; single; as, an odd shoe; an odd glove. 2. Not divisible by 2 without a remainder; not capable of being evenly paired, one unit with another; as, 1, 3, 7, 9, 11, etc., are odd numbers. I hope good luck lies in odd numbers. Shak. 3. Left over after a definite round number has been taken or mentioned; indefinitely, but not greatly, exceeding a specified number; extra. Sixteen hundred and odd years after the earth was made, it was destroyed in a deluge. T. Burnet. There are yet missing of your company Some few odd lads that you remember not. Shak. 4. Remaining over; unconnected; detached; fragmentary; hence, occasional; inconsiderable; as, odd jobs; odd minutes; odd trifles. 5. Different from what is usual or common; unusual; singular; peculiar; unique; strange. ""An odd action."" Shak. ""An odd expression."" Thackeray. The odd man, to perform all things perfectly, is, in my poor opinion, Joannes Sturmius. Ascham. Patients have sometimes coveted odd things. Arbuthnot. Locke's Essay would be a very odd book for a man to make himself master of, who would get a reputation by critical writings. Spectator. Syn. -- Quaint; unmatched; singular; unusual; extraordinary; strange; queer; eccentric, whimsical; fantastical; droll; comical. See Quaint."
odd fellow,"A member of a secret order, or fraternity, styled the Independent Order of Odd Fellows, established for mutual aid and social enjoyment."
oddity,"1. The quality or state of being odd; singularity; queerness; peculiarity; as, oddity of dress, manners, and the like. That infinitude of oddities in him. Sterne. 2. That which is odd; as, a collection of oddities."
oddly,"1. In an odd manner; unevently. [R.] 2. In a peculiar manner; strangely; queerly; curiously. ""A figure a little more oddly turned."" Locke. A great black substance,... very oddly shaped. Swift. 3. (Math.)  In a manner measured by an odd number."
oddment,"An odd thing, or one that is left over, disconnected, fragmentary, or the like; something that is separated or disconnected from its fellows; esp. (in pl.),  the odds and ends. Specif.: (Printing) Any separate small part or page in a book, other than the text, such as the title page, contents, etc. A miscellaneous collection of riddles, charms, gnomic verses, and ""oddments"" of different kinds. Saintsbury."
oddness,"1. The state of being odd, or not even. Take but one from three, and you not only destroy the oddness, but also the essence of that number. Fotherby. 2. Singularity; strangeness; eccentricity; irregularity; uncouthness; as, the oddness of dress or shape; the oddness of an event. Young."
odds,"1. Difference in favor of one and against another; excess of one of two things or numbers over the other; inequality; advantage; superiority; hence, excess of chances; probability. ""PreÃ«minent by so much odds."" Milton. ""The fearful odds of that unequal fray."" Trench. The odds Is that we scare are men and you are gods. Shak. There appeared, at least, four to one odds against them. Swift. All the odds between them has been the different s ""cope....given to their understandings to range in. Locke. Judging is balancing an account and determining on which side the odds lie. Locke. 2. Quarrel; dispute; debate; strife; -- chiefly in the phraze at odds. Set them into confounding odds. Shak. I can not speak Any beginning to this peevish odds. Shak. At odds, in dispute; at variance. ""These squires at odds did fall."" Spenser. ""He flashes into one gross crime or other, that sets us all at odds."" Shak. -- It is odds, it is probable. [Obs.] Jer. Taylor. -- Odds and ends, that which is left; remnants; fragments; refuse; scraps; miscellaneous articles. ""My brain is filled...with all kinds of odds and ends."" W. Irving."
ode,"A short poetical composition proper to be set to music or sung; a lyric poem; esp., now, a poem characterized by sustained noble sentiment and appropriate dignity of style. Hangs odes upon hawthorns and elegies on brambles. Shak. O! run; prevent them with thy humble ode, And lay it lowly at his blessed feet. Milton. Ode factor, one who makes, or who traffics in, odes; -- used contemptuously."
odelet,A little or short ode.
odelsthing,The lower house of the Norwegian Storthing. See Legislature.
odeon,"A kind of theater in ancient Greece, smaller than the dramatic theater and roofed over, in which poets and musicians submitted their works to the approval of the public, and contended for prizes; -- hence, in modern usage, the name of a hall for musical or dramatic performances."
odeum,See Odeon.
odible,Fitted to excite hatred; hateful. [Obs.] Bale.
odic,"Of or pertaining to od. See Od. [Archaic] -- Od""ic*al*ly, adv."
odin,"The supreme deity of the Scandinavians; -- the same as Woden, of the German tribes. There in the Temple, carved in wood, The image of great Odin stood. Longfellow."
odinic,Of or pertaining to Odin.
odinism,"Worship of Odin; broadly, the Teutonic heathenism. -- O""din*ist, n. Odinism was valor; Christianism was humility, a nobler kind of valor. Carlyle."
odious,"1. Hateful; deserving or receiving hatred; as, an odious name, system, vice. ""All wickedness will be most odious."" Sprat. He rendered himself odious to the Parliament. Clarendon. 2. Causing or provoking hatred, repugnance, or disgust; offensive; disagreeable; repulsive; as, an odious sight; an odious smell. Milton. The odious side of that polity. Macaulay. Syn. -- Hateful; detestable; abominable; disgusting; loathsome; invidious; repulsive; forbidding; unpopular. -- O""di*ous`ly. adv. -- O""di*ous*ness, n."
odist,A writer of an ode or odes.
odium,"1. Hatred; dislike; as, his conduct brought him into odium, or, brought odium upon him. 2. The quality that provokes hatred; offensiveness. She threw the odium of the fact on me. Dryden. Odium theologicum ( Etym: [L.], the enmity peculiar to contending theologians. Syn. -- Hatred; abhorrence; detestation; antipathy. -- Odium, Hatred. We exercise hatred; we endure odium. The former has an active sense, the latter a passive one. We speak of having a hatred for a man, but not of having an odium toward him. A tyrant incurs odium. The odium of an offense may sometimes fall unjustly upon one who is innocent. I wish I had a cause to seek him there, To oppose his hatred fully. Shak. You have...dexterously thrown some of the odium of your polity upon that middle class which you despise. Beaconsfield."
odize,To charge with od. See Od. [Archaic]
odmyl,A volatile liquid obtained by boiling sulphur with linseed oil. It has an unpleasant garlic odor.
odograph,1. A machine for registering the distance traversed by a vehicle or pedestrain. 2.  A device for recording the length and rapidity of stride and the number of steps taken by a walker.
odometer,"An instrument attached to the wheel of a vehicle, to measure the distance traversed; also, a wheel used by surveyors, which registers the miles and rods traversed."
odometrical,"Of or pertaining to the odometer, or to measurements made with it."
odometrous,Serving to measure distance on a road. [R.] Sydney Smith.
odometry,Measurement of distances by the odometer.
odonata,The division of insects that includes the dragon flies.
odontalgia,Toothache.
odontalgic,Of or pertaining to odontalgia. -- n.  A remedy for the toothache.
odontalgy,Same as Odontalgia.
odontiasis,Cutting of the teeth; dentition.
odonto-,A combining form from Gr.
odontoblast,1. (Anat.)  One of the more or less columnar cells on the outer surface of the pulp of a tooth; an odontoplast. They are supposed to be connected with the formation of dentine. 2. (ZoÃ¶l.)  One of the cells which secrete the chitinous teeth of Mollusca.
odontocete,"A subdivision of Cetacea, including the sperm whale, dolphins, etc.; the toothed whales."
odontogeny,"Generetion, or mode of development, of the teeth."
odontograph,An instrument for marking or laying off the outlines of teeth of gear wheels.
odontographic,Of or pertaining to odontography.
odontography,A description of the teeth.
odontoid,"(a) Having the form of a tooth; toothlike. (b) Of or pertaining to the odontoid bone or to the odontoid process. Odontoid bone (Anat.), a separate bone, in many reptiles, corresponding to the odontoid process. -- Odontoid process, or Odontoid peg (Anat.), the anterior process of the centrum of the second vertebra, or axis, in birds and mammals. See Axis."
odontolcae,"An extinct order of ostrichlike aquatic birds having teeth, which are set in a groove in the jaw. It includes Hesperornis, and allied genera. See Hesperornis. [Written also Odontholcae, and Odontoholcae.]"
odontolite,"A fossil tooth colored a bright blue by phosphate of iron. It is used as an imitation of turquoise, and hence called bone turquoise."
odontology,"The science which treats of the teeth, their structure and development."
odontophora,Same as Cephalophora.
odontophore,"A special structure found in the mouth of most mollusks, except bivalves. It consists of several muscles and a cartilage which supports a chitinous radula, or lingual ribbon, armed with teeth. Also applied to the radula alone. See Radula."
odontophorous,Having an odontophore.
odontoplast,An odontoblast.
odontopteryx,"An extinct Eocene bird having the jaws strongly serrated, or dentated, but destitute of true teeth. It was found near London."
odontornithes,"A group of Mesozoic birds having the jaws armed with teeth, as in most other vertebrates. They have been divided into three orders: OdontolcÃ¦, OdontotormÃ¦, and SaururÃ¦."
odontostomatous,Having toothlike mandibles; -- applied to certain insects.
odontotormae,"An order of extinct toothed birds having the teeth in sockets, as in the genus Ichthyornis. See Ichthyornis."
odor,"Any smell, whether fragrant or offensive; scent; perfume. Meseemed I smelt a garden of sweet flowers, That dainty odors from them threw around. Spenser. To be in bad odor, to be out of favor, or in bad repute."
odorament,A perfume; a strong scent. [Obs.] Burton.
odorant,Yielding odors; fragrant. Holland.
odorate,Odorous. [Obos.] Bacon.
odorating,Diffusing odor or scent; fragrant.
odoriferous,"Bearing or yielding an odor; perfumed; usually, sweet of scent; fragrant; as, odoriferous spices, particles, fumes, breezes. Milton. -- O`dor*if""er*ous*ly, adv. --O`dor*if""er*ous*ness, n."
odorine,A pungent oily substance obtained by redistilling bone oil. [Obs.]
odorless,Free from odor.
odorous,"Having or emitting an odor or scent, esp. a sweet odor; fragrant; sweet-smelling. ""Odorous bloom."" Keble. Such fragrant flowers do give most odorous smell. Spenser. -- O""dor*ous*ly, adv. -- O""dor*ous*ness, n."
ods,"A corruption of God's; -- formerly used in oaths and ejaculatory phrases. ""Ods bodikin."" ""Ods pity."" Shak."
odyl,See Od. [Archaic].
odyle,See Od. [Archaic].
odylic,"Of or pertaining to odyle; odic; as, odylic force. [Archaic]"
odyssey,"An epic poem attributed to Homer, which describes the return of Ulysses to Ithaca after the siege of Troy."
oe,"a diphthong, employed in the Latin language, and thence in the English language, as the representative of the Greek diphthong oe. In many words in common use, e alone stands instead of oe. Classicists prefer to write the diphthong oe separate in Latin words."
oecoid,"The colorless porous framework, or stroma, of red blood corpuscles from which the zooid, or hemoglobin and other substances of the corpuscles, may be dissolved out."
oecology,The various relations of animals and plants to one another and to the outer world.
oeconomical,See Economical.
oeconomics,See Economics.
oeconomy,See Economy.
oecumenical,See Ecumenical.
oedema,A swelling from effusion of watery fluid in the cellular tissue beneath the skin or mucous membrance; dropsy of the subcutaneous cellular tissue. [Written also edema.]
oedematous,"Pertaining to, or of the nature of, edema; affected with edema."
oeil-de-boeuf,"A circular or oval window; -- generally used of architecture of the 17th and 18th centuries. A famous room in the palace of Versailles bears this name, from the oval window opening into it."
oeil-de-perdrix,"1. (Ornamental Art) Characterized by, or decorated with, small round points, spots, or rings; as, oil-de-perdrix pattern. 2.  Having a brownish red color; -- used esp. of light-colored red wine."
oeiliad,A glance of the eye; an amorous look. [Obs.] She gave strange oeillades and most speaking looks. Shak.
oeillade,A glance of the eye; an amorous look. [Obs.] She gave strange oeillades and most speaking looks. Shak.
oelet,"An eye, bud, or shoot, as of a plant; an oilet. [Obs.] Holland."
oenanthate,A salt of the supposed oenanthic acid.
oenanthic,"Having, or imparting, the odor characteristic of the bouquet of wine; specifically used, formerly, to designate an acid whose ethereal salts were supposed to occasion the peculiar bouquet, or aroma, of old wine. Cf. OEnanthylic. OEnanthic acid, an acid obtained from oenanthic ether by the action of alkalies. -- OEnanthic ether, an ethereal substance (not to be confused with the bouquet, or aroma, of wine) found in wine lees, and consisting of a complex mixture of the ethereal salts of several of the higher acids of the acetic acid series. It has an ethereal odor, and it used in flavoring artificial wines and liquors. Called also oil of wine. See Essential oil, under Essential."
oenanthol,"An oily substance obtained by the distillation of castor oil, recognized as the aldehyde of oenanthylic acid, and hence called also oenanthaldehyde."
oenanthone,The ketone of oenanthic acid.
oenanthyl,"A hydrocarbon radical formerly supposed to exist in oenanthic acid, now known to be identical with heptyl."
oenanthylate,"A salt of oenanthylic acid; as, potassium oenanthylate."
oenanthylic,"Pertaining to, derived from, or containing, oenanthyl; specifically, designating an acid formerly supposed to be identical with the acid in oenanthic ether, but now known to be identical with heptoic acid."
oenanthylidene,"A colorless liquid hydrocarbon, having a garlic odor; heptine."
oenanthylous,"Of, pertaining to, or designating, an acid formerly supposed to be the acid of oenanthylic ether, but now known to be a mixture of higher acids, especially capric acid. [Obs.]"
oenocyan,The coloring matter of red wines.
oenology,"Knowledge of wine, scientific or practical."
oenomania,(a) Delirium tremens. Rayer. (b) Dipsomania.
oenomel,"Wine mixed with honey; mead, [R.]"
oenometer,See Alcoholometer.
oenophilist,A lover of wine. [R.] Thackeray.
oenothionic,"Pertaining to an acid now called sulphovinic, or ethyl sulphuric, acid. O'ER O'er, prep. & adv.  A contr. of Over. [Poetic]"
oersted,"The C.G.S. unit of magnetic reluctance or resistance, equal to the reluctance of a centimeter cube of air (or vacuum) between parallel faces. Also, a reluctance in which unit magnetomotive force sets up unit flux."
oesophageal,"Same as Esophagus, Esophageal, etc."
oesophagus,"Same as Esophagus, Esophageal, etc."
oestrian,Of or pertaining to the gadflies. -- n.  A gadfly.
oestrual,"Of or pertaining to sexual desire; -- mostly applied to brute animals; as, the oestrual period; oestrual influence."
oestruation,"The state of being under oestrual influence, or of having sexual desire."
oestrus,"1. (ZoÃ¶l.)  A genus of gadflies. The species which deposits its larvÃ¦ in the nasal cavities of sheep is oestrus ovis. 2. A vehement desire; esp. (Physiol.), the periodical sexual impulse of animals; heat; rut."
of,"In a general sense, from, or out from; proceeding from; belonging to; relating to; concerning; -- used in a variety of applications; as: 1. Denoting that from which anything proceeds; indicating origin, source, descent, and the like; as, he is of a race of kings; he is of noble blood. That holy thing which shall be born of thee shall be called the Son of God. Luke i. 35. I have received of the Lord that which also I delivered unto you. 1 Cor. xi. 23. 2. Denoting possession or ownership, or the relation of subject to attribute; as, the apartment of the consul: the power of the king; a man of courage; the gate of heaven. ""Poor of spirit."" Macaulay. 3. Denoting the material of which anything is composed, or that which it contains; as, a throne of gold; a sword of steel; a wreath of mist; a cup of water. 4. Denoting part of an aggregate or whole; belonging to a number or quantity mentioned; out of; from amongst; as, of this little he had some to spare; some of the mines were unproductive; most of the company. It is of the Lord's mercies that we are not consumed. Lam. iii. 22. It is a duty to communicate of those blessings we have received. Franklin. 5. Denoting that by which a person or thing is actuated or impelled; also, the source of a purpose or action; as, they went of their own will; no body can move of itself; he did it of necessity. For it was of the Lord to harden their hearts. Josh. xi. 20. 6. Denoting reference to a thing; about; concerning; relating to; as, to boast of one's achievements. Knew you of this fair work Shak. 7. Denoting nearness or distance, either in space or time; from; as, within a league of the town; within an hour of the appointed time. 8. Denoting identity or equivalence; -- used with a name or appellation, and equivalent to the relation of apposition; as, the continent of America; the city of Rome; the Island of Cuba. 9. Denoting the agent, or person by whom, or thing by which, anything is, or is done; by. And told to her of [by] some. Chaucer. He taught in their synagogues, being glorified of all. Luke iv. 15. [Jesus] being forty days tempted of the devil. Luke iv. 1, 2. Note: The use of the word in this sense, as applied to persons, is nearly obsolete. 10. Denoting relation to place or time; belonging to, or connected with; as, men of Athens; the people of the Middle Ages; in the days of Herod. 11. Denoting passage from one state to another; from. [Obs.] ""O miserable of happy."" Milton. 12. During; in the course of. Not be seen to wink of all the day. Shak. My custom always of the afternoon. Shak. Note: Of may be used in a subjective or an objective sense. ""The love of God"" may mean, our love for God, or God's love for us. Note: From is the primary sense of this preposition; a sense retained in off, the same word differently written for distinction. But this radical sense disappears in most of its application; as, a man of genius; a man of rare endowments; a fossil of a red color, or of an hexagonal figure; he lost all hope of relief; an affair of the cabinet; he is a man of decayed fortune; what is the price of corn In these and similar phrases, of denotes property or possession, or a relation of some sort involving connection. These applications, however all proceeded from the same primary sense. That which proceeds from, or is produced by, a person or thing, either has had, or still has, a close connection with the same; and hence the word was applied to cases of mere connection, not involving at all the idea of separation. Of consequence, of importance, value, or influence. -- Of late, recently; in time not long past. -- Of old, formerly; in time long past. -- Of one's self, by one's self; without help or prompting; spontaneously. Why, knows not Montague, that of itself England is safe, if true within itself Shak."
off,"In a general sense, denoting from or away from; as: 1. Denoting distance or separation; as, the house is a mile off. 2. Denoting the action of removing or separating; separation; as, to take off the hat or cloak; to cut off, to pare off, to clip off, to peel off, to tear off, to march off, to fly off, and the like. 3. Denoting a leaving, abandonment, departure, abatement, interruption, or remission; as, the fever goes off; the pain goes off; the game is off; all bets are off. 4. Denoting a different direction; not on or towards: away; as, to look off. 5. Denoting opposition or negation. [Obs.] The questions no way touch upon puritanism, either off or on. Bp. Sanderson. From off, off from; off. ""A live coal...taken with the tongs from off the altar."" Is. vi. 6. -- Off and on. (a) Not constantly; not regularly; now and then; occasionally. (b) (Naut.) On different tacks, now toward, and now away from, the land. -- To be off. (a) To depart; to escape; as, he was off without a moment's warning. (b) To be abandoned, as an agreement or purpose; as, the bet was declared to be off. [Colloq.] -- To come off, To cut off, To fall off, To go off, etc. See under Come, Cut, Fall, Go, etc. -- To get off. (a) To utter; to discharge; as, to get off a joke. (b) To go away; to escape; as, to get off easily from a trial. [Colloq.] -- To take off, to mimic or personate. -- To tell off (Mil.), to divide and practice a regiment or company in the several formations, preparatory to marching to the general parade for field exercises. Farrow. -- To be well off, to be in good condition. -- To be ill off, To be badly off, to be in poor condition.  Away; begone; -- a command to depart.  Not on; away from; as, to be off one's legs or off the bed; two miles off the shore. Addison. Off hand. See Offhand. -- Off side (Football), out of play; -- said when a player has got in front of the ball in a scrimmage, or when the ball has been last touched by one of his own side behind him. -- To be off color, to be of a wrong color. -- To be off one's food, to have no appetite. (Colloq.)  1. On the farther side; most distant; on the side of an animal or a team farthest from the driver when he is on foot; in the United States, the right side; as, the off horse or ox in a team, in distinction from the Ant: nigh or Ant: near horse or ox; the off leg. 2. Designating a time when one is not strictly attentive to business or affairs, or is absent from his post, and, hence, a time when affairs are not urgent; as, he took an off day for fishing: an off year in politics. ""In the off season."" Thackeray. Off side. (a) The right hand side in driving; the farther side. See Gee. (b) (Cricket) See Off, n.  The side of the field that is on the right of the wicket keeper."
offal,1. The rejected or waste parts of a butchered animal. 2. A dead body; carrion. Shak. 3. That which is thrown away as worthless or unfit for use; refuse; rubbish. The off als of other profession. South.
offcut,"1. That which is cut off. 2. (Bookbinding)  A portion ofthe printed sheet, in certain sizes of books, that is cut off before folding."
offence,"See Offense.  1. The act of offending in any sense; esp., a crime or a sin, an affront or an injury. Who was delivered for our offenses, and was raised again for our justification. Rom. iv. 25. I have given my opinion against the authority of two great men, but I hope without offense to their memories. Dryden. 2. The state of being offended or displeased; anger; displeasure. He was content to give them just cause of offense, when they had power to make just revenge. Sir P. Sidney. 3. A cause or occasion of stumbling or of sin. [Obs.] Woe to that man by whom the offense cometh! Matt. xviii. 7. Note: This word, like expense, is often spelled with a c. It ought, however, to undergo the same change with expense, the reasons being the same, namely, that s must be used in offensive as in expensive, and is found in the Latin offensio, and the French offense. To take offense, to feel, or assume to be, injured or affronted; to become angry or hostile. -- Weapons of offense, those which are used in attack, in distinction from those of defense, which are used to repel. Syn. -- Displeasure; umbrage; resentment; misdeed; misdemeanor; trespass; transgression; delinquency; fault; sin; crime; affront; indignity; outrage; insult."
offend,"1. To strike against; to attack; to assail. [Obs.] Sir P. Sidney. 2. To displease; to make angry; to affront. A brother offended is harder to be won than a strong city. Prov. xviii. 19. 3. To be offensive to; to harm; to pain; to annoy; as, strong light offends the eye; to offend the conscience. 4. To transgress; to violate; to sin against. [Obs.] Marry, sir, he hath offended the law. Shak. 5. (Script.)  To oppose or obstruct in duty; to cause to stumble; to cause to sin or to fall. [Obs.] Who hath you misboden or offended. Chaucer. If thy right eye offend thee, pluck it out... And if thy right hand offend thee, cut it off. Matt. v. 29, 3O. Great peace have they which love thy law, and nothing shall offend them. Ps. cxix. 165.  1. To transgress the moral or divine law; to commit a crime; to stumble; to sin. Whosoever shall keep the whole law, and yet offend in one point, he is guilty of all. James ii. 10. If it be a sin to cevet honor, I am the most offending soul alive. Shak. 2. To cause dislike, anger, or vexation; to displease. I shall offend, either to detain or give it. Shak. To offend against, to do an injury or wrong to; to commit an offense against. ""We have offended against the Lord already."" 2 Chron. xxviii. 13."
offendant,An offender. [R.] Holland.
offender,"One who offends; one who violates any law, divine or human; a wrongdoer. I and my son Solomon shall be counted offenders. 1 Kings i. 21."
offendress,A woman who offends. Shak.
offense,"1. The act of offending in any sense; esp., a crime or a sin, an affront or an injury. Who was delivered for our offenses, and was raised again for our justification. Rom. iv. 25. I have given my opinion against the authority of two great men, but I hope without offense to their memories. Dryden. 2. The state of being offended or displeased; anger; displeasure. He was content to give them just cause of offense, when they had power to make just revenge. Sir P. Sidney. 3. A cause or occasion of stumbling or of sin. [Obs.] Woe to that man by whom the offense cometh! Matt. xviii. 7. Note: This word, like expense, is often spelled with a c. It ought, however, to undergo the same change with expense, the reasons being the same, namely, that s must be used in offensive as in expensive, and is found in the Latin offensio, and the French offense. To take offense, to feel, or assume to be, injured or affronted; to become angry or hostile. -- Weapons of offense, those which are used in attack, in distinction from those of defense, which are used to repel. Syn. -- Displeasure; umbrage; resentment; misdeed; misdemeanor; trespass; transgression; delinquency; fault; sin; crime; affront; indignity; outrage; insult."
offenseful,"Causing offense; displeasing; wrong; as, an offenseful act. [R.]"
offenseless,Unoffending; inoffensive.
offensible,That may give offense. [Obs.]
offension,Assault; attack. [Obs.] Chaucer.
offensive,"1. Giving offense; causing displeasure or resentment; displeasing; annoying; as, offensive words. 2. Giving pain or unpleasant sensations; disagreeable; revolting; noxious; as, an offensive smell; offensive sounds. ""Offensive to the stomach."" Bacon. 3. Making the first attack; assailant; aggressive; hence, used in attacking; -- opposed to defensive; as, an offensive war; offensive weapons. League offensive and defensive, a leaque that requires all the parties to it to make war together against any foe, and to defend one another if attacked. Syn. -- Displeasing; disagreeable; distasteful; obnoxious; abhorrent; disgusting; impertinent; rude; saucy; reproachful; opprobrious; insulting; insolent; abusive; scurrilous; assailant; attacking; invading. -- Of*fen""sive*ly, adv. -- Of*fen""sive*ness, n.  The state or posture of one who offends or makes attack; aggressive attitude; the act of the attacking party; -- opposed to defensive. To act on the offensive, to be the attacking party."
