underactor,A subordinate actor.
underagent,A subordinate agent.
underaid,To aid clandestinely. [Obs.]
underback,A vessel which receives the wort as it flows from the mashing tub.
underbear,"1. To support; to endure. [Obs.] Shak. 2. To line; to guard; to face; as, cloth of gold underborne with blue tinsel. [Obs.] Shak."
underbearer,"One who supports or sustains; especially, at a funeral, one of those who bear the copse, as distinguished from a bearer, or pallbearer, who helps to hold up the pall."
underbid,"To bid less than, as when a contract or service is offered to the lowest bidder; to offer to contract, sell, or do for a less price than."
underbind,To bind beneath. Fairfax.
underboard,"Under the board, or table; hence, secretly; unfairly; underhand. See the Note under Aboveboard."
underbrace,"To brace, fasten, or bind underneath or below. Cowper."
underbranch,1. A lower branch. 2. A twig or branchlet. [Obs.] Spenser.
underbred,"Not thoroughly bred; ill-bred; as, an underbred fellow. Goldsmith."
underbrush,"Shrubs, small trees, and the like, in a wood or forest, growing beneath large trees; undergrowth."
underbuilder,A subordinate or assistant builder. An underbuilder in the house of God. Jer. Taylor.
underbuilding,Same as Substruction.
underbuy,To buy at less than the real value or worth; to buy cheaper than. [R.] J. Fletcher.
undercast,To cast under or beneath.
underchamberlain,A deputy chamberlain of the exchequer.
underchanter,Same as Subchanter.
underchaps,The lower chaps or jaw. Paley.
undercharge,"1. To charge below or under; to charge less than is usual or suitable fro; as, to undercharge goods or services. 2. To put too small a charge into; as, to undercharge a gun. Undercharged mine (Mil.), a mine whose crater is not as wide at top as it is deep. W. P. Craighill.  A charge that is less than is usual or suitable."
underclay,"A stratum of clay lying beneath a coal bed, often containing the roots of coal plants, especially the Stigmaria."
undercliff,"A subordinate cliff on a shore, consisting of material that has fallen from the higher cliff above."
underclothes,"Clothes worn under others, especially those worn next the skin for warmth."
underclothing,Same as Underclothes.
undercoat,"1. A coat worn under another; a light coat, as distinguished from an overcoat, or a greatcoat. 2. A growth of short hair or fur partially concealed by a longer growth; as, a dog's undercoat."
underconduct,A lower conduit; a subterranean conduit. [Obs.] Sir H. Wotton.
underconsumption,Consumption of less than is produced; consumption of less than the usual amount. F. A. Walk
undercraft,"A sly trick or device; as, an undercraft of authors. [R.] Sterne."
undercreep,To creep secretly or privily. [Obs.] Wyclif.
undercrest,To support as a crest; to bear. [Obs. & R.] Shak.
undercroft,"A subterranean room of any kind; esp., one under a church (see Crypt), or one used as a chapel or for any sacred purpose."
undercry,To cry aloud. [Obs.] Wyclif.
undercurrent,"1. A current below the surface of water, sometimes flowing in a contrary direction to that on the surface. Totten. 2. Hence, figuratively, a tendency of feeling, opinion, or the like, in a direction contrary to what is publicly shown; an unseen influence or tendency; as, a strong undercurrent of sentiment in favor of a prisoner. All the while there was a busy undercurrent in her. G. Eliot.  Running beneath the surface; hidden. [R.] ""Undercurrent woe."" Tennyson."
undercut,"The lower or under side of a sirloin of beef; the fillet.  To cut away, as the side of an object, so as to leave an overhanging portion."
underdealing,"Crafty, unfair, or underhand dealing; unfair practice; trickery. Milton."
underdelve,To delve under. [Obs.]
underdig,To dig under or beneath; to undermine. [Obs.] Wyclif.
underditch,"To dig an underground ditches in, so as to drain the surface; to underdrain; as, to underditch a field or a farm."
underdo,"To do less than is requisite or proper; -- opposed to overdo. Grew.  To do less thoroughly than is requisite; specifically, to cook insufficiently; as, to underdo the meat; -- opposed to overdo."
underdoer,One who underdoes; a shirk.
underdolven,p. p. of Underdelve.
underdose,A dose which is less than required; a small or insufficient dose.  To give an underdose or underdoses to; to practice giving insufficient doses.
underdrain,"An underground drain or trench with openings through which the water may percolate from the soil or ground above.  To drain by forming an underdrain or underdrains in; as, to underdrain land."
underdressed,Not dresses enough.
underestimate,To set to  The act of underestimating; too low an estimate.
underfaction,A subordinate party or faction.
underfaculty,An inferior or subordinate faculty.
underfarmer,An assistant farmer.
underfeed,To feed with too little food; to supply with an insufficient quantity of food.
underfellow,An underling [R.] Sir P. Sidney.
underfilling,The filling below or beneath; the under part of a building. Sir H. Wotton.
underfollow,To follow closely or immediately after. [Obs.] Wyclif.
underfong,1. To undertake; to take in hand; to receive. [Obs.] Piers Plowman. Rom. of R. 2. To insnare; to circumvent. [Obs.] Spenser. 3. To sustain; to support; to guard. Nash.
underfoot,"Under the feet; underneath; below. See Under foot, under Foot, n.  Low; base; abject; trodden down."
underfringe,"A lower fringe; a fringe underneath something. Broad-faced, with underfringe of russet beard. Tennyson."
underfurnish,To supply with less than enough; to furnish insufficiently. Collier.
underfurrow,"To cover as under a furrow; to plow in; as, to underfurrow seed or manure."
underget,"To get under or beneath; also, to understand. [Obs.] R. of Gloucester."
undergird,"To blind below; to gird round the bottom. They used helps, undergirding the ship. Acts xxvii. 17."
underglaze,"Applied under the glaze, that is, before the glaze, that is, before the glaze is put on; fitted to be so applied; -- said of colors in porcelain painting."
undergo,"1. To go or move below or under. [Obs.] 2. To be subjected to; to bear up against; to pass through; to endure; to suffer; to sustain; as, to undergo toil and fatigue; to undergo pain, grief, or anxiety; to undergothe operation of amputation; food in the stomach undergoes the process of digestion. Certain to undergo like doom. Milton. 3. To be the bearer of; to possess. [Obs.] Their virtues else, be they as pure as grace, As infinite as man may undergo. Shak. 4. To undertake; to engage in; to hazard. [Obs.] I have moved already Some certain of the noblest-minded Romans To undergo with me an enterprise. Shak. 5. To be subject or amenable to; to underlie. [Obs.] Claudio undergoes my challenge. Shak."
undergod,A lower or inferio
undergore,To gore underneath.
undergown,"A gown worn under another, or under some other article of dress. An undergown and kirtle of pale sea-green silk. Sir W. Scott."
undergraduate,"A member of a university or a college who has not taken his first degree; a student in any school who has not completed his course.  Of or pertaining to an undergraduate, or the body of undergraduates."
undergraduateship,The position or condition of an undergraduate.
undergroan,To groan beneath. [Obs.] Earth undergroaned their high-raised feet. Chapman.
underground,"The place or space beneath the surface of the ground; subterranean space. A spirit raised from depth of underground. Shak.  1. Being below the surface of the ground; as, an underground story or apartment. 2. Done or occurring out of sight; secret. [Colloq.] Underground railroad or railway. See under Railroad.  Beneath the surface of the earth."
underground insurance,Wildcat insurance.
undergrove,A grove of shrubs or low trees under taller ones. Wordsworth.
undergrow,"To grow to an inferior, or less than the usual, size or height. Wyclif.  Undergrown. [Obs.] Chaucer."
undergrown,Of small stature; not grown to a full height or size.
undergrowth,"That which grows under trees; specifically, shrubs or small trees growing among large trees. Milton."
undergrub,To undermine. [Prov. Eng.] Halliwell.
underhand,"1. Secret; clandestine; hence, mean; unfair; fraudulent. Addison. 2. (Baseball, Cricket, etc.)  Done, as pitching, with the hand lower than the shoulder, or, as bowling, with the hand lower than elbow.  1. By secret means; in a clandestine manner; hence, by fraud; unfairly. Such mean revenge, committed underhand. Dryden. Baillie Macwheeble provided Janet, underhand, with meal for their maintenance. Sir W. Scott. 2. (Baseball, Cricket, etc.)  In an underhand manner; -- said of pitching or bowling."
underhanded,"1. Underhand; clandestine. 2. Insufficiently provided with hands or workers; short-handed; sparsely populated. Norway . . . might defy the world, . . . but it is much underhanded now. Coleridge."
underhandedly,In an underhand manner.
underhang,To hang under or down; to suspend. Holland.
underhangman,An assistant or deputy hangman. Shak.
underhead,"A blockhead, or stupid person; a dunderhead. [Obs.] Sir T. Browne."
underheave,To heave or lift from below. [Obs.] Wyclif.
underhew,"To hew less than is usual or proper; specifically, to hew, as a piece of timber which should be square, in such a manner that it appears to contain a greater number of cubic feet than it really does contain. Haldeman."
underhonest,"Not entirely honest. [R.] ""We think him overproud and underhonest."" Shak."
underhung,"1. (Carp.)  Resting on a track at the bottom, instead of being suspended; - - said of a sliding door. Forney. 2. Having the lower jaw projecting. T. Hughes.  Of an automobile body, suspended from the springs in such a manner that the frame of the chassis is below the axles, the object being to lower the center of gravity of the car."
underjaw,The lower jaw. Paley.
underjoin,To join below or beneath; to subjoin. Wyclif.
underkeep,"To keep under, or in subjection; to suppress. [Obs.] Spenser."
underkeeper,A subordinate keeper or guardian. Gray.
underkind,An inferior kind. Dryden.
underkingdom,A subordinate or dependent kingdom. Tennyson.
underlaborer,An assistant or subordinate laborer. Locke.
underlaid,"Laid or placed underneath; also, having something laid or lying underneath."
underlay,"1. To lay beneath; to put under. 2. To raise or support by something laid under; as, to underlay a cut, plate, or the like, for printing. See Underlay, n., 2. 3. To put a tap on (a shoe). [Prov. Eng.]  To incline from the vertical; to hade; -- said of a vein, fault, or lode.  1. (Mining)  The inclination of a vein, fault, or lode from the vertical; a hade; -- called also underlie. 2. (Print.)  A thickness of paper, pasteboard, or the like, placed under a cut, or stereotype plate, or under type, in the from, to bring it, or any part of it, to the proper height; also, something placed back of a part of the tympan, so as to secure the right impression."
underlayer,"1. One who, or that which, underlays or is underlaid; a lower layer. 2. (Mining)  A perpendicular shaft sunk to cut the lode at any required depth. Weale."
underleaf,"A prolific sort of apple, good for cider. [Obs.] Mortimer."
underlease,"A lease granted by a tenant or lessee; especially, a lease granted by one who is himself a lessee for years, for any fewer or less number of years than he himself holds; a sublease. Burrill."
underlet,1. To let below the value. All my farms were underlet. Smollett. 2. To let or lease at second hand; to sublet.
underletter,A tenant or lessee who grants a lease to another.
underlie,"1. To lie under; to rest beneath; to be situated under; as, a stratum of clay underlies the surface gravel. 2. To be at the basis of; to form the foundation of; to support; as, a doctrine underlying a theory. 3. To be subject or amenable to. [R.] The knight of Ivanhoe . . . underlies the challenge of Brian der Bois Guilbert. Sir W. Scott.  To lie below or under.  See Underlay, n., 1."
underline,"1. To mark a line below, as words; to underscore. 2. To influence secretly. [Obs.] Sir H. Wotton."
underling,"An inferior person or agent; a subordinate; hence, a mean, sorry fellow. Milton. he fault, dear Brutus, is not in our stars, But in ourselves, that we are underlings. Shak."
underlip,The lower lip.
underload starter,A motor starter provided with an underload switch.
underload switch,"A switch which opens a circuit when the current falls below a certain predetermined value, used to protect certain types of motors from running at excessive speed upon decrease of load."
underlock,A lock of wool hanging under the belly of a sheep.
underlocker,A person who inspects a mine daily; -- called also underviewer.
underlying,"Lying under or beneath; hence, fundamental; as, the underlying strata of a locality; underlying principles."
undermanned,Insufficiently furnished with men; short-handed.
undermasted,Having masts smaller than the usual dimension; -- said of vessels. Totten.
undermaster,A master subordinate to the principal master; an assistant master.
undermatch,One who is not a match for another. Fuller.
undermeal,"1. The inferior, or after, part of the day; the afternoon. [Obs. or Prov. Eng.] In undermeals and in mornings. Chaucer. 2. Hence, something occurring or done in the afternoon; esp., an afternoon meal; supper; also, an afternoon nap; a siesta. [Obs. or Prov. Eng.] Another great supper, or undermeal, was made ready for them, coming home from ditching and plowing. Withals (1608). I think I am furnished with Cattern [Catharine] pears for one undermeal. B. Jonson. In a narrower limit than the forty years' undermeal of the seven sleepers. Nash."
undermine,"1. To excavate the earth beneath, or the part of, especially for the purpose of causing to fall or be overthrown; to form a mine under; to sap; as, to undermine a wall. A vast rock undermined from one end to the other, and a highway running through it. Addison. 2. Fig.: To remove the foundation or support of by clandestine means; to ruin in an underhand way; as, to undermine reputation; to undermine the constitution of the state. He should be warned who are like to undermine him. Locke."
underminer,One who undermines.
underminister,"To serve, or minister to, in a subordinate relation. [Obs.] Wyclif."
underministry,A subordinate or inferior ministry. Jer. Taylor.
undermirth,Suppressed or concealed mirth. [Obs.] The Coronation.
undermoneyed,Bribed. [R.] Fuller.
undermost,"Lowest, as in place, rank, or condition. Addison."
undern,"The time between; the time between sunrise and noon; specifically, the third hour of the day, or nine o'clock in the morning, according to ancient reckoning; hence, mealtime, because formerly the principal meal was eaten at that hour; also, later, the afternoon; the time between dinner and supper. [Obs. or Prov. Eng.] Betwixt undern and noon was the field all won. R. of Brunne. In a bed of worts still he lay Till it was past undern of the day. Chaucer."
underneath,"Beneath; below; in a lower place; under; as, a channel underneath the soil. Or sullen mole, that runneth underneath. Milton.  Under; beneath; below. Underneath this stone lie As much beauty as could die. B. Jonson."
underniceness,A want of niceness; indelicacy; impropriety.
undernime,1. To receive; to perceive. [Obs.] He the savor undernom Which that the roses and the lilies cast. Chaucer. 2. To reprove; to reprehend. [Obs.] Piers Plowman.
underofficer,A subordinate officer.
underpart,A subordinate part. It should be lightened with underparts of mirth. Dryden.
underpay,To pay inadequately.
underpeep,"To peep under. ""The flame . . . would underpeep her lids."" [R.] Shak."
underpeer,To peer under. [R.]
underpeopled,Not fully peopled.
underpight,imp. of Underpitch.
underpin,"1. To lay stones, masonry, etc., under, as the sills of a building, on which it is to rest. 2. To support by some solid foundation; to place something underneath for support."
underpinning,"1. The act of one who underpins; the act of supporting by stones, masonry, or the like. 2. (Arch.) (a) That by which a building is underpinned; the material and construction used for support, introduced beneath a wall already constructed. (b) The foundation, esp. of a frame house. [Local, U.S.]"
underpitch,To fill underneath; to stuff. [Obs.] He drank and well his girdle underpight. Chaucer.
underplant,"To plant under; specif. (Forestry),  to plant (young trees) under an existing stand."
underplay,"1. To play in a subordinate, or in an inferior manner; to underact a part. 2. (Card Playing)  To play a low card when holding a high one, in the hope of a future advantage.  The act of underplaying."
underplot,"1. A series of events in a play, proceeding collaterally with the main story, and subservient to it. Dryden. 2. A clandestine scheme; a trick. Addison."
underpoise,"To weigh, estimate, or rate below desert; to undervalue. [R.] Marston."
underpossessor,One who possesses or holds anything subject to the superior of another. Jer. Taylor.
underpraise,To praise below desert.
underprize,To undervalue; to underestimate. Shak.
underproduction,The production of less than is demanded or of less than the usual supply. F. A. Walker.
underproof,"Containing less alcohol than proof spirit. See Proof spirit, under Spirit."
underprop,To prop from beneath; to put a prop under; to support; to uphold. Underprop the head that bears the crown. Fenton.
underproportioned,Of inadequate or inferior proportions; small; poor. Scanty and underproportioned returns of civility. Collier.
underpropper,"One who, or that which, underprops or supports."
underpull,To exert one's influence secretly. [Obs.] Ld. North.
underpuller,One who underpulls. [Obs.]
underput,To put or send under. [Obs.]
underrate,"To rate too low; to rate below the value; to undervalue. Burke.  A price less than the value; as, to sell a thing at an underrate. Cowley."
underreckon,To reckon below what is right or proper; to underrate. Bp. Hall.
underrun,"To run or pass under; especially (Naut.), to pass along and under, as a cable, for the purpose of taking it in, or of examining it. Note: The cable passes over the bows and stern of the boat used, while the men haul the boat along by pulling upon the cable. Totten. To underrun a tackle (Naut.), to separate its parts and put them in order."
undersail,To sail alongshore. [Obs.]
undersailed,Inadequately equipped with sails. [Obs.]
undersaturated,Not fully saturated; imperfectly saturated.
undersay,To say by way of derogation or contradiction. [Obs.] Spenser.
underscore,To draw a mark or line under; to underline. J. Tucker.
undersecretary,"A secretary who is subordinate to the chief secretary; an assistant secretary; as, an undersecretary of the Treasury."
undersell,To sell the same articles at a lower price than; to sell cheaper than.
underservant,An inferior servant.
underset,To prop or support. Bacon.  Undercurrent.
undersetter,"One who, or that which, undersets or supports; a prop; a support; a pedestal."
undersetting,Something set or built under as a support; a pedestal. Sir H. Wotton.
undershapen,"Under the usual shape or size; small; dwarfish. [Poetic] His dwarf, a vicious undershapen thing. Tennyson."
undersheriff,A sheriff's deputy.
undersheriffry,Undershrievalty. [Obs.]
undershirt,"A shirt worn next the skin, under another shirt; -- called also undervest."
undershoot,To shoot short of (a mark).
undershot,"1. (Zo̦l.)  Having the lower incisor teeth projecting beyond the upper ones, as in the bulldog. 2. Moved by water passing beneath; -- said of a water wheel, and opposed to overshot; as, an undershot wheel."
undershrievalty,The office or position of an undersheriff.
undershrieve,A low shrub; a woody plant of low stature.
undershrub,Partly shrublike.
undershut,"Closed from beneath. Undershut valve (Mach.), a valve which shuts by being lifted against a seat facing downward. Knight."
underside,The lower or lowest side of anything. Paley.
undersign,"To write one's name at the foot or end of, as a letter or any legal instrument. The undersigned, the person whose name is signed, or the persons whose names are signed, at the end of a document; the subscriber or subscribers."
undersized,Of a size less than is common.
underskinker,Undertapster. [Obs.]
underskirt,A petticoat; the foundation skirt of a draped dress.
undersky,The lower region of the sky. Floating about the undersky. Tennyson.
undersleeve,"A sleeve of an under-garment; a sleeve worn under another,"
underslung,"Of an automobile body, suspended from the springs in such a manner that the frame of the chassis is below the axles, the object being to lower the center of gravity of the car."
undersoil,The soil beneath the surface; understratum; subsoil.
undersold,p. p. of Undersell.
undersong,1. The burden of a song; the chorus; the refrain. Dryden. 2. Accompanying strain; subordinate and underlying meaning; accompaniment; undertone. In the very [poetry] there often an undersong of sense which none beside the poetic mind . . . can comprehend. Landor.
undersparred,Having spars smaller than the usual dimension; -- said of vessels.
underspend,To spend less than.
undersphere,"1. A sphere which is smaller than, and in its movements subject to, another; a satellite. 2. An inferior sphere, or field of action."
underspore,"To raise with a spar, or piece of wood, used as a lever. [Obs.] Give me a staff that I may underspore. Chaucer."
understair,"Of or pertaining to the kitchen, or the servants' quarters; hence, subordinate; menial. [Obs.]"
understairs,The basement or cellar.
understand,"1. To have just and adequate ideas of; to apprehended the meaning or intention of; to have knowledge of; to comprehend; to know; as, to understand a problem in Euclid; to understand a proposition or a declaration; the court understands the advocate or his argument; to understand the sacred oracles; to understand a nod or a wink. Speaketh [i. e., speak thou] so plain at this time, I you pray, That we may understande what ye say. Chaucer. I understand not what you mean by this. Shak. Understood not all was but a show. Milton. A tongue not understanded of the people. Bk. of Com. Prayer. 2. To be apprised, or have information, of; to learn; to be informed of; to hear; as, I understand that Congress has passed the bill. 3. To recognize or hold as being or signifying; to suppose to mean; to interpret; to explain. The most learned interpreters understood the words of sin, and not of Abel. Locke. 4. To mean without expressing; to imply tacitly; to take for granted; to assume. War, then, war, Open or understood, must be resolved. Milton. 5. To stand under; to support. [Jocose & R.] Shak. To give one to understand, to cause one to know. -- To make one's self understood, to make one's meaning clear.  1. To have the use of the intellectual faculties; to be an intelligent being. Imparadised in you, in whom alone I understand, and grow, and see. Donne. 2. To be informed; to have or receive knowledge. I came to Jerusalem, and understood of the evil that Eliashib did for Tobiah. Neh. xiii. 7."
understandable,Capable of being understood; intelligible. Chillingworth.
understander,"One who understands, or knows by experience. [R.] Dryden."
understanding,"Knowing; intelligent; skillful; as, he is an understanding man.  1. The act of one who understands a thing, in any sense of the verb; knowledge; discernment; comprehension; interpretation; explanation. 2. An agreement of opinion or feeling; adjustment of differences; harmony; anything mutually understood or agreed upon; as, to come to an understanding with another. He hoped the loyalty of his subjects would concur with him in the preserving of a good understanding between him and his people. Clarendon. 3. The power to understand; the intellectual faculty; the intelligence; the rational powers collectively conceived an designated; the higher capacities of the intellect; the power to distinguish truth from falsehood, and to adapt means to ends. There is a spirit in man; and the inspiration of the Almighty them understanding. Job xxxii. 8. The power of perception is that which we call the understanding. Perception, which we make the act of the understanding, is of three sorts: 1. The perception of ideas in our mind; 2. The perception of the signification of signs; 3. The perception of the connection or repugnancy, agreement or disagreement, that there is between any of our ideas. All these are attributed to the understanding, or perceptive power, though it be the two latter only that use allows us to say we understand. Locke. In its wider acceptation, understanding is the entire power of perceiving an conceiving, exclusive of the sensibility: the power of dealing with the impressions of sense, and composing them into wholes, according to a law of unity; and in its most comprehensive meaning it includes even simple apprehension. Coleridge. 4. Specifically, the discursive faculty; the faculty of knowing by the medium or use of general conceptions or relations. In this sense it is contrasted with, and distinguished from, the reason. I use the term understanding, not for the noetic faculty, intellect proper, or place of principles, but for the dianoetic or discursive faculty in its widest signification, for the faculty of relations or comparisons; and thus in the meaning in which ""verstand"" is now employed by the Germans. Sir W. Hamilton. Syn. -- Sense; intelligence; perception. See Sense."
understandingly,"In an understanding manner; intelligibly; with full knowledge or comprehension; intelligently; as, to vote upon a question understandingly; to act or judge understandingly. The gospel may be neglected, but in can not be understandingly disbelieved. J. Hawes."
understate,To state or represent less strongly than may be done truthfully.
understatement,"The act of understating, or the condition of being understated; that which is understated; a statement below the truth."
understock,To supply insufficiently with stock. A. Smith.
understood,imp. & p. p. of Understand.
understrapper,"A petty fellow; an inferior agent; an underling. This was going to the fountain head at once, not applying to the understrappers. Goldsmith."
understrapping,Becoming an understrapper; subservient. [R.] Sterne.
understratum,"The layer, or stratum, of earth on which the mold, or soil, rests; subsoil."
understroke,To underline or underscore. Swift.
understudy,"To study, as another actor's part, in order to be his substitute in an emergency; to study another actor's part.  One who studies another's part with a view to assuming it in an emergency."
undersuit,A suit worn under another suit; a suit of underclothes.
undertakable,Capable of being undertaken; practicable.
undertake,"1. To take upon one's self; to engage in; to enter upon; to take in hand; to begin to perform; to set about; to attempt. To second, or oppose, or undertake The perilous attempt. Milton. 2. Specifically, to take upon one's self solemnly or expressly; to lay one's self under obligation, or to enter into stipulations, to perform or to execute; to covenant; to contract. I 'll undertake to land them on our coast. Shak. 3. Hence, to guarantee; to promise; to affirm. And he was not right fat, I undertake. Dryden. And those two counties I will undertake Your grace shall well and quietly enjoiy. Shak. I dare undertake they will not lose their labor. Woodward. 4. To assume, as a character. [Obs.] Shak. 5. To engage with; to attack. [Obs.] It is not fit your lordship should undertake every companion that you give offense to. Shak. 6. To have knowledge of; to hear. [Obs.] Spenser. 7. To take or have the charge of. [Obs.] ""Who undertakes you to your end."" Shak. Keep well those that ye undertake. Chaucer.  1. To take upon one's self, or assume, any business, duty, or province. O Lord, I am oppressed; undertake for me. Isa. xxxviii. 14. 2. To venture; to hazard. [Obs.] It is the cowish terror of his spirit That dare not undertake. Shak. 3. To give a promise or guarantee; to be surety. But on mine honor dare I undertake For good lord Titus' innocence in all. Shak."
undertaker,"1. One who undertakes; one who engages in any project or business. Beau. & Fl. 2. One who stipulates or covenants to perform any work for another; a contractor. To sign deputations for undertakes to furnish their proportions of saltpeter. Evelyn. In come some other undertakes, and promise us the same or greater wonders. South. 3. Specifically, one who takes the charge and management of funerals."
undertaking,"1. The act of one who undertakes, or engages in, any project or business. Hakluyt. 2. That which is undertaken; any business, work, or project which a person engages in, or attempts to perform; an enterprise. 3. Specifically, the business of an undertaker, or the management of funerals. 4. A promise or pledge; a guarantee. A. Trollope."
undertapster,Assistant to a tapster.
undertaxed,"Taxed too little, or at a lower rate than others."
undertenancy,Tenancy or tenure under a tenant or lessee; the tenure of an undertenant.
undertenant,The tenant of a tenant; one who holds lands or tenements of a tenant or lessee.
underthing,Something that is inferior and of little worth. [Obs.] Beau. & Fl.
undertide,"The under or after part of the day; undermeal; evening. [Obs.] He, coming home at undertime, there found The fairest creature that he ever saw. Spenser."
undertime,"The under or after part of the day; undermeal; evening. [Obs.] He, coming home at undertime, there found The fairest creature that he ever saw. Spenser."
undertone,A low or subdued tone or utterance; a tone less loud than usual.
undertook,imp. of Undertake.
undertow,The current that sets seaward near the bottom when waves are breaking upon the shore.
undertreasurer,An assistant treasurer.
underturn,To turn upside down; to subvert; to upset. [Obs.] Wyclif.
undervaluation,The act of undervaluing; a rate or value not equal to the real worth.
undervalue,"1. To value, rate, or estimate below the real worth; to depreciate. 2. To esteem lightly; to treat as of little worth; to hold in mean estimation; to despise. In comparison of it I undervalued all ensigns of authority. Atterbury. I write not this with the least intention to undervalue the other parts of poetry. Dryden.  A low rate or price; a price less than the real worth; undervaluation. Milton."
undervaluer,One who undervalues.
underverse,The lower or second verse. [Obs.]
undervest,An undershirt.
underviewer,See Underlooker.
underwear,That which is worn under the outside clothing; underclothes.
underween,To undervalue. [Obs.]
underwent,imp. of Undergo.
underwing,"1. (Zo̦l.)  One of the posterior wings of an insect. 2. (Zo̦l.)  Any one of numerous species of noctuid moths belonging to Catocala and allied genera, in which the hind wings are banded with red and black or other conspicuous colors. Many of the species are called red underwing."
underwitted,Weak in intellect; half-witted; silly. [R.] Bp. Kennet.
underwood,Small trees and bushes that grow among large trees; coppice; underbrush; -- formerly used in the plural. Shrubs and underwoods look well enough while they grow within the shade of oaks and cedars. Addison.
underwork,"1. To injure by working secretly; to destroy or overthrow by clandestine measure; to undermine. But thou from loving England art so far, That thou hast underwrought his lawful king. Shak. 2. To expend too little work upon; as, to underwork a painting. Dryden. 3. To do like work at a less price than; as, one mason may underwork another.  1. To work or operate in secret or clandestinely. B. Jonson. 2. To do less work than is proper or suitable. 3. To do work for a less price than current rates.  Inferior or subordinate work; petty business. Addison."
underworker,1. One who underworks. 2. An inferior or subordinate workman. Waterland.
underworld,"1. The lower of inferior world; the world which is under the heavens; the earth. That overspreads (with such a reverence) This underworld. Daniel. 2. The mythological place of departed souls; Hades. 3. The portion of the world which is below the horizon; the opposite side of the world; the antipodes. [R.] Fresh as the first beam glittering on a sail, That brings our friends up from the underworld. Tennyson. 4. The inferior part of mankind. [R.] Atterbury."
underwrite,"1. To write under something else; to subscribe. What addition and change I have made I have here underwritten. Bp. Sanderson. 2. To subscribe one's name to for insurance, especially for marine insurance; to write one's name under, or set one's name to, as a policy of insurance, for the purpose of becoming answerable for loss or damage, on consideration of receiving a certain premium per cent; as, individuals, as well as companies, may underwrite policies of insurance. B. Jonson. The broker who procures the insurance ought not, by underwriting the policy, to deprive the parties of his unbiased testimony. Marshall.  To practice the business of insuring; to take a risk of insurance on a vessel or the like."
underwriter,"One who underwrites his name to the conditions of an insurance policy, especially of a marine policy; an insurer."
underwriting,"The business of an underwriter,"
underyoke,To subject to the yoke; to make subject. Wyclif.
undeserve,To fail to deserve. [Obs.] Milton.
undeserver,One of no merit; one who is nor deserving or worthy. [Obs.] Shak.
undesigning,"Having no artful, ulterior, or fraudulent purpose; sincere; artless; simple."
undestroyable,Indestructible.
undeterminable,Not determinable; indeterminable. Locke.
undeterminate,"Nor determinate; not settled or certain; indeterminate. South. -- Un`de*ter""mi*nate*ness, n. Dr. H. More."
undetermination,Indetermination. Sir M. Hale.
undevil,To free from possession by a devil or evil spirit; to exorcise. [Obs.] They boy having gotten a habit of counterfeiting . . . would not be undeviled by all their exorcisms. Fuller.
undevotion,Absence or want of devotion.
undid,imp. of Undo.
undifferentiated,"Not differentiated; specifically (Biol.), homogenous, or nearly so; -- said especially of young or embryonic tissues which have not yet undergone differentiation (see Differentiation, 3), that is, which show no visible separation into their different structural parts."
undigenous,Generated by water. [R.] Kirwan.
undigestible,Indigestible.
undight,"To put off; to lay aside, as a garment. [Obs.] Spenser."
undigne,Unworthy. [Obs.] Chaucer.
undine,One of a class of fabled female water spirits who might receive a human soul by intermarrying with a mortal.
undiocesed,Unprovided with a diocese; having no diocese. Milton.
undirect,To misdirect; to mislead. [Obs.] who make false fires to undirect seamen in a tempest. Fuller.  Indirect.
undirected,"1. Not directed; not guided; left without direction. 2. Not addressed; not superscribed, as a letter. 3. Misdirected; misled; led astray. [R.]"
undirectly,Indirectly. Strype.
undiscerning,Want of discernment. [R.] Spectator.
undisclose,To keep close or secret. [Obs.] Daniel.
undiscreet,"Indiscreet. Chaucer. -- Un`dis*creet""ly, adv. -- -- Un`dis*creet""ness. -- Un`dis*cre""tion, n. Indiscretion."
undispensable,1. Indispensable. 2. Unavoidable; inevitable. [Obs.] Fuller. 3. Not to be freed by dispensation. [Obs.]
undispensed,1. Not dispensed. 2. Not freed by dispensation. [R.] Tooker.
undisposedness,Indisposition; disinclination.
undisputable,"Indisputable. Addison. -- Un*dis""pu*ta*ble*ness, n."
undistinctive,Making no distinctions; not discriminating; impartial. As undistinctive Death will come here one day. Dickens.
undistinctly,Indistinctly.
undivided,"1. Not divided; not separated or disunited; unbroken; whole; continuous; as, plains undivided by rivers or mountains. 2. Not set off, as a share in a firm; not made actually separate by division; as, a partner, owning one half in a firm, is said to own an undivided half so long as the business continues and his share is not set off to him. 3. Not directed or given to more than one object; as, undivided attention or affection. Shak. 4. (Bot.)  Not lobed, cleft, or branched; entire."
undividual,Indivisible. [Obs.] True courage and courtesy are undividual companions. Fuller.
undivisible,Indivisible.
