ecolalia,1. f. Med. Perturbación del lenguaje que consiste en repetir el enfermo involuntariamente una palabra o frase que acaba de pronunciar él mismo u otra persona en su presencia.
ecolocación,1. f. Medida de la distancia de un objeto por el tiempo que pasa entre la emisión de una onda acústica y la recepción de la onda reflejada en dicho objeto.
ecolocalización,"1. f. Biol. y Tecnol. Localización de un objeto mediante la reflexión de ondas sonoras, utilizada por especies animales como los murciélagos y los cetáceos y en los sistemas de sonar."
ecologice,1. tr. Hacer ecológico algo.
ecologicemos,1. tr. Hacer ecológico algo.
ecologicen,1. tr. Hacer ecológico algo.
ecologices,1. tr. Hacer ecológico algo.
ecologicé,1. tr. Hacer ecológico algo.
ecologicéis,1. tr. Hacer ecológico algo.
ecologismo,1. m. Doctrina que propugna la defensa de la naturaleza y la preservación del medio ambiente.
ecologista,1. adj. Perteneciente o relativo al ecologismo. Entidad de carácter ecologista.
ecologiza,1. tr. Hacer ecológico algo.
ecologizaba,1. tr. Hacer ecológico algo.
ecologizabais,1. tr. Hacer ecológico algo.
ecologizaban,1. tr. Hacer ecológico algo.
ecologizabas,1. tr. Hacer ecológico algo.
ecologización,1. f. Acción y efecto de ecologizar.
ecologizad,1. tr. Hacer ecológico algo.
ecologizado,1. tr. Hacer ecológico algo.
ecologizamos,1. tr. Hacer ecológico algo.
ecologizan,1. tr. Hacer ecológico algo.
ecologizando,1. tr. Hacer ecológico algo.
ecologizar,1. tr. Hacer ecológico algo.
ecologizara,1. tr. Hacer ecológico algo.
ecologizarais,1. tr. Hacer ecológico algo.
ecologizaran,1. tr. Hacer ecológico algo.
ecologizaras,1. tr. Hacer ecológico algo.
ecologizare,1. tr. Hacer ecológico algo.
ecologizareis,1. tr. Hacer ecológico algo.
ecologizaremos,1. tr. Hacer ecológico algo.
ecologizaren,1. tr. Hacer ecológico algo.
ecologizares,1. tr. Hacer ecológico algo.
ecologizaron,1. tr. Hacer ecológico algo.
ecologizará,1. tr. Hacer ecológico algo.
ecologizarán,1. tr. Hacer ecológico algo.
ecologizarás,1. tr. Hacer ecológico algo.
ecologizaré,1. tr. Hacer ecológico algo.
ecologizaréis,1. tr. Hacer ecológico algo.
ecologizaría,1. tr. Hacer ecológico algo.
ecologizaríais,1. tr. Hacer ecológico algo.
ecologizaríamos,1. tr. Hacer ecológico algo.
ecologizarían,1. tr. Hacer ecológico algo.
ecologizarías,1. tr. Hacer ecológico algo.
ecologizas,1. tr. Hacer ecológico algo.
ecologizase,1. tr. Hacer ecológico algo.
ecologizaseis,1. tr. Hacer ecológico algo.
ecologizasen,1. tr. Hacer ecológico algo.
ecologizases,1. tr. Hacer ecológico algo.
ecologizaste,1. tr. Hacer ecológico algo.
ecologizasteis,1. tr. Hacer ecológico algo.
ecologizo,1. tr. Hacer ecológico algo.
ecologizá,1. tr. Hacer ecológico algo.
ecologizábamos,1. tr. Hacer ecológico algo.
ecologizáis,1. tr. Hacer ecológico algo.
ecologizáramos,1. tr. Hacer ecológico algo.
ecologizáremos,1. tr. Hacer ecológico algo.
ecologizás,1. tr. Hacer ecológico algo.
ecologizásemos,1. tr. Hacer ecológico algo.
ecologizó,1. tr. Hacer ecológico algo.
ecología,"1. f. Ciencia que estudia los seres vivos como habitantes de un medio, y las relaciones que mantienen entre sí y con el propio medio."
ecológica,1. adj. Perteneciente o relativo a la ecología.
ecológicamente,1. adv. De manera ecológica.
ecológico,1. adj. Perteneciente o relativo a la ecología.
economato,1. m. Cargo de ecónomo.
econometría,1. f. Econ. Especialidad que aplica al análisis económico modelos basados en técnicas matemáticas y estadísticas.
economice,1. tr. ahorrar (‖ reservar parte de los ingresos).
economicemos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economicen,1. tr. ahorrar (‖ reservar parte de los ingresos).
economices,1. tr. ahorrar (‖ reservar parte de los ingresos).
economicidad,1. f. Cualidad de económico (‖ poco costoso).
economicismo,1. m. Criterio o doctrina que concede a los factores económicos primacía sobre los de cualquier otra índole.
economicista,"1. adj. Que analiza los fenómenos sociales dando preferencia a los factores económicos. Apl. a pers., u. t. c. s."
economicé,1. tr. ahorrar (‖ reservar parte de los ingresos).
economicéis,1. tr. ahorrar (‖ reservar parte de los ingresos).
economismo,1. m. Doctrina que concede primacía a los factores económicos.
economista,1. m. y f. Titulado en economía.
economiza,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaba,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizabais,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaban,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizabas,1. tr. ahorrar (‖ reservar parte de los ingresos).
economización,1. f. Acción de economizar.
economizad,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizado,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizador,1. adj. Que economiza.
economizadora,1. adj. Que economiza.
economizamos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizan,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizando,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizar,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizara,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizarais,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaran,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaras,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizare,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizareis,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaremos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaren,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizares,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaron,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizará,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizarán,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizarás,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaré,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaréis,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaría,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaríais,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaríamos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizarían,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizarías,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizas,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizase,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaseis,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizasen,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizases,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizaste,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizasteis,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizo,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizá,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizábamos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizáis,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizáramos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizáremos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizás,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizásemos,1. tr. ahorrar (‖ reservar parte de los ingresos).
economizó,1. tr. ahorrar (‖ reservar parte de los ingresos).
econométrica,1. adj. Econ. Perteneciente o relativo a la econometría.
econométrico,1. adj. Econ. Perteneciente o relativo a la econometría.
economía,1. f. Administración eficaz y razonable de los bienes.
económetra,1. m. y f. Econ. Persona que profesa la econometría o tiene en ella especiales conocimientos.
económica,1. adj. Perteneciente o relativo a la economía.
económicamente,1. adv. De manera económica. En el supermercado compro más económicamente.
económico,1. adj. Perteneciente o relativo a la economía.
ecorregión,"1. f. Ecol. Región geográfica con determinadas características en cuanto a clima, geología, hidrología, flora y fauna."
ecosistema,"1. m. Ecol. Sistema ecológico constituido por un medio y los seres vivos que habitan en él, así como por sus relaciones mutuas. Ecosistema marino."
ecosistémica,1. adj. Perteneciente o relativo al ecosistema.
ecosistémico,1. adj. Perteneciente o relativo al ecosistema.
ecosonda,1. f. Tecnol. Aparato para medir la profundidad a que está sumergido un objeto utilizando la reflexión de un haz de ultrasonidos.
ecotada,1. adj. Heráld. Dicho del tronco o de la rama de un árbol: Que se forma con los nudos correspondientes a los ramos menores.
ecotado,1. adj. Heráld. Dicho del tronco o de la rama de un árbol: Que se forma con los nudos correspondientes a los ramos menores.
ecotoxicología,1. f. Ciencia que estudia los efectos tóxicos provocados por los contaminantes sobre los ecosistemas.
ecoturismo,1. m. Turismo con el que se pretende hacer compatibles el disfrute de la naturaleza y el respeto al equilibrio del medio ambiente.
ectasia,1. f. Med. Estado de dilatación de un órgano hueco.
ectima,1. m. Med. Enfermedad de la piel caracterizada por la existencia de pústulas.
ectodermo,"1. m. Biol. En todos los animales, salvo esponjas y celentéreos, capa u hoja externa de las tres en que se disponen las células del blastodermo después de haberse producido la segmentación."
ectodérmica,1. adj. Biol. Perteneciente o relativo al ectodermo.
ectodérmico,1. adj. Biol. Perteneciente o relativo al ectodermo.
ectoparásita,"1. adj. Biol. Dicho de un parásito: Que vive en la superficie de otro organismo; p. ej., el piojo o el mosquito. U. t. c. s. m."
ectoparásito,"1. adj. Biol. Dicho de un parásito: Que vive en la superficie de otro organismo; p. ej., el piojo o el mosquito. U. t. c. s. m."
ectopia,"1. f. Med. Anomalía de situación de un órgano, y especialmente de las vísceras."
ectoplasma,1. m. Parapsicol. Emanación visible del cuerpo del médium.
ectoplasmia,1. f. Parapsicol. Emisión de ectoplasmas.
ectropión,"1. m. Med. Inversión hacia fuera del párpado inferior, originada generalmente por un proceso inflamatorio o paralítico."
ectópago,1. m. Biol. Malformación congénita de dos individuos que tienen un ombligo común y están unidos lateralmente a lo largo del tórax. U. t. c. adj.
ectópica,1. adj. Med. Que se produce fuera del lugar propio. Embarazo ectópico.
ectópico,1. adj. Med. Que se produce fuera del lugar propio. Embarazo ectópico.
ecu,"1. m. Unidad monetaria de cuenta de la Unión Europea, anterior al euro."
ecuable,"1. adj. p. us. Justo, imparcial."
ecuación,1. f. Astron. Diferencia que hay entre el lugar o movimiento medio y el verdadero o aparente de un astro.
ecuador,1. m. Círculo máximo que equidista de los polos de la Tierra.
ecualice,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualicemos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualicen,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualices,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualicé,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualicéis,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualiza,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaba,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizabais,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaban,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizabas,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualización,1. f. Acción y efecto de ecualizar.
ecualizad,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizado,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizador,1. m. Dispositivo que sirve para ecualizar una señal.
ecualizamos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizan,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizando,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizar,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizara,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizarais,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaran,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaras,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizare,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizareis,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaremos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaren,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizares,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaron,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizará,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizarán,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizarás,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaré,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaréis,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaría,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaríais,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaríamos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizarían,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizarías,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizas,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizase,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaseis,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizasen,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizases,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizaste,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizasteis,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizo,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizá,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizábamos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizáis,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizáramos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizáremos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizás,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizásemos,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecualizó,"1. tr. Ajustar dentro de determinados valores las frecuencias de reproducción de una señal, como p. ej. el sonido."
ecuanimidad,1. f. Igualdad y constancia de ánimo.
ecuante,1. adj. desus. igual.
ecuatoguineana,"1. adj. Natural de la Guinea Ecuatorial, país de África. U. t. c. s."
ecuatoguineano,"1. adj. Natural de la Guinea Ecuatorial, país de África. U. t. c. s."
ecuatorial,1. adj. Perteneciente o relativo al ecuador.
ecuatoriana,"1. adj. Natural del Ecuador, país de América. U. t. c. s."
ecuatorianidad,1. f. Carácter o condición de ecuatoriano.
ecuatorianismo,1. m. Palabra o uso propios del español hablado en el Ecuador.
ecuatoriano,"1. adj. Natural del Ecuador, país de América. U. t. c. s."
ecuestre,"1. adj. Perteneciente o relativo al caballo, y particularmente a la equitación."
ecumenismo,1. m. Rel. Tendencia o movimiento que intenta la restauración de la unidad entre todas las Iglesias cristianas.
ecuménica,"1. adj. Universal, que se extiende a todo el orbe."
ecuménico,"1. adj. Universal, que se extiende a todo el orbe."
ecuo,1. adj. desus. recto (‖ severo).
ecuánime,1. adj. Que tiene ecuanimidad.
ecuórea,1. adj. poét. Perteneciente o relativo al mar.
ecuóreo,1. adj. poét. Perteneciente o relativo al mar.
eczema,
eczematosa,
eczematoso,
ecógrafo,1. m. Aparato para hacer ecografías.
ecóloga,1. m. y f. Especialista en ecología.
ecólogo,1. m. y f. Especialista en ecología.
ecónoma,"1. m. y f. Religioso que administra los bienes de una diócesis, iglesia o convento."
ecónomo,"1. m. y f. Religioso que administra los bienes de una diócesis, iglesia o convento."
ecúleo,1. m. potro (‖ aparato de tortura).
ecúmene,1. f. cult. La Tierra habitada. U. t. c. m.
ecúmeno,1. m. cult. ecúmene.
edad,1. f. Tiempo que ha vivido una persona o ciertos animales o vegetales.
edafología,"1. f. Ciencia que trata de la naturaleza y condiciones del suelo, en su relación con las plantas."
edafológica,1. adj. Perteneciente o relativo a la edafología.
edafológico,1. adj. Perteneciente o relativo a la edafología.
edafóloga,1. m. y f. Especialista en edafología.
edafólogo,1. m. y f. Especialista en edafología.
edecán,1. m. y f. Mil. Ayudante de campo.
edema,"1. m. Med. Hinchazón blanda de una parte del cuerpo, que cede a la presión y es ocasionada por la serosidad infiltrada en el tejido celular."
edematosa,1. adj. Med. Perteneciente o relativo al edema.
edematoso,1. adj. Med. Perteneciente o relativo al edema.
edetana,"1. adj. Dicho de una persona: De un pueblo prerromano que habitaba la Edetania, región que después formó parte de la Hispania Tarraconense. U. t. c. s."
edetano,"1. adj. Dicho de una persona: De un pueblo prerromano que habitaba la Edetania, región que después formó parte de la Hispania Tarraconense. U. t. c. s."
edición,"1. f. Producción impresa de ejemplares de un texto, una obra artística o un documento visual."
edicto,"1. m. Mandato, decreto publicado con autoridad del príncipe o del magistrado."
edifica,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaba,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificabais,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaban,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificabas,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificabilidad,1. f. Cualidad de edificable.
edificable,1. adj. Dicho de un terreno: Propio para edificar.
edificación,1. f. Acción y efecto de edificar (‖ hacer un edificio).
edificad,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificado,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificador,1. adj. Que edifica (‖ hace un edificio). U. t. c. s.
edificadora,1. adj. Que edifica (‖ hace un edificio). U. t. c. s.
edificamos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edifican,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificando,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificante,1. adj. Que edifica (‖ infunde sentimientos de piedad y virtud).
edificar,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificara,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificarais,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaran,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaras,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificare,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificareis,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaremos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaren,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificares,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaron,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificará,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificarán,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificarás,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaré,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaréis,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaría,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaríais,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaríamos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificarían,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificarías,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificas,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificase,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaseis,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificasen,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificases,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificaste,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificasteis,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificativa,1. adj. Que edifica (‖ infunde sentimientos de piedad y virtud).
edificativo,1. adj. Que edifica (‖ infunde sentimientos de piedad y virtud).
edificatoria,1. adj. Perteneciente o relativo a la edificación.
edificatorio,1. adj. Perteneciente o relativo a la edificación.
edificio,"1. m. Construcción estable, hecha con materiales resistentes, para ser habitada o para otros usos."
edifico,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificá,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificábamos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificáis,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificáramos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificáremos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificás,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificásemos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edificó,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edifique,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edifiquemos,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edifiquen,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edifiques,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edifiqué,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edifiquéis,"1. tr. Hacer o construir un edificio, o mandarlo construir."
edil,1. m. y f. concejal (‖ miembro de una corporación municipal).
edila,1. m. y f. concejal (‖ miembro de una corporación municipal).
edilicia,1. adj. Perteneciente o relativo al edil o a su cargo.
edilicio,1. adj. Perteneciente o relativo al edil o a su cargo.
edilidad,1. f. Dignidad y empleo de edil.
edita,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaba,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editabais,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaban,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editabas,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editad,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editado,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editamos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editan,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editando,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editar,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editara,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editarais,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaran,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaras,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editare,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editareis,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaremos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaren,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editares,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaron,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editará,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editarán,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editarás,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaré,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaréis,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaría,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaríais,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaríamos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editarían,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editarías,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editas,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editase,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaseis,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editasen,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editases,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editaste,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editasteis,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
edite,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editemos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editen,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
edites,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
edito,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editor,1. adj. Que edita.
